id,accident_risk
517986,0.1849773
517987,0.2647839
517988,0.18336254
517989,0.68089527
517990,0.25768745
517991,0.24441622
517992,0.33145267
517993,0.6423608
517994,0.040363334
517995,0.53134304
517996,0.44249642
517997,0.49339703
517998,0.24930188
517999,0.30677503
518000,0.49482927
518001,0.3605811
518002,0.36802456
518003,0.53778267
518004,0.46892646
518005,0.29085097
518006,0.35945737
518007,0.44432738
518008,0.1696201
518009,0.48186257
518010,0.6775862
518011,0.46833673
518012,0.22201736
518013,0.41736737
518014,0.3632986
518015,0.049899824
518016,0.19039005
518017,0.36494097
518018,0.46581122
518019,0.3677476
518020,0.63604957
518021,0.150034
518022,0.39207062
518023,0.39436993
518024,0.12895142
518025,0.10986995
518026,0.1902049
518027,0.53231955
518028,0.34222022
518029,0.25920388
518030,0.6954095
518031,0.7100121
518032,0.2454977
518033,0.3508726
518034,0.29389015
518035,0.3006102
518036,0.49824858
518037,0.12823606
518038,0.14627257
518039,0.2909842
518040,0.41334897
518041,0.38855797
518042,0.25920254
518043,0.32791135
518044,0.41816232
518045,0.35047475
518046,0.13844308
518047,0.36226842
518048,0.36580884
518049,0.23279622
518050,0.4196337
518051,0.13892756
518052,0.3530944
518053,0.32866475
518054,0.26292446
518055,0.30266234
518056,0.4166093
518057,0.11362246
518058,0.29293287
518059,0.28103188
518060,0.32718065
518061,0.34269828
518062,0.6561548
518063,0.42976093
518064,0.14108384
518065,0.31887025
518066,0.1957603
518067,0.31360766
518068,0.69504315
518069,0.1518395
518070,0.49915788
518071,0.17589763
518072,0.54735225
518073,0.30418497
518074,0.41342193
518075,0.5476724
518076,0.16889592
518077,0.22150396
518078,0.26178077
518079,0.5131481
518080,0.38061455
518081,0.6458698
518082,0.2649612
518083,0.30698183
518084,0.36054328
518085,0.1637681
518086,0.28190455
518087,0.29411072
518088,0.37606657
518089,0.40966636
518090,0.4812501
518091,0.30841786
518092,0.31377488
518093,0.15027167
518094,0.49486995
518095,0.1652011
518096,0.32795358
518097,0.27752563
518098,0.5483799
518099,0.44806075
518100,0.307691
518101,0.3133336
518102,0.23979115
518103,0.16549072
518104,0.35673243
518105,0.27905583
518106,0.46700412
518107,0.5709173
518108,0.6228148
518109,0.34293747
518110,0.24208854
518111,0.112559594
518112,0.32096243
518113,0.19871494
518114,0.48987263
518115,0.2927192
518116,0.47824994
518117,0.55566406
518118,0.38965306
518119,0.35795274
518120,0.07961663
518121,0.47802386
518122,0.34044266
518123,0.49326032
518124,0.5553868
518125,0.15000528
518126,0.18979833
518127,0.15400472
518128,0.14840324
518129,0.27352118
518130,0.29425806
518131,0.3315918
518132,0.22583185
518133,0.31189352
518134,0.42968372
518135,0.17821445
518136,0.470514
518137,0.23943406
518138,0.23874578
518139,0.58536625
518140,0.2963799
518141,0.6302326
518142,0.21856214
518143,0.21552606
518144,0.36725292
518145,0.48181802
518146,0.3018956
518147,0.31230196
518148,0.29744142
518149,0.5499893
518150,0.28228435
518151,0.3866678
518152,0.1310311
518153,0.34979415
518154,0.22106352
518155,0.3150139
518156,0.2216378
518157,0.32383698
518158,0.43805328
518159,0.1384253
518160,0.4630605
518161,0.5364203
518162,0.51781374
518163,0.33022013
518164,0.4454166
518165,0.080490686
518166,0.29930663
518167,0.22150417
518168,0.4152501
518169,0.30195075
518170,0.28872827
518171,0.20525236
518172,0.12435065
518173,0.44015706
518174,0.32197073
518175,0.2833098
518176,0.27002326
518177,0.2899237
518178,0.32925332
518179,0.49540743
518180,0.24607497
518181,0.47402123
518182,0.4461595
518183,0.2484517
518184,0.48701444
518185,0.47445503
518186,0.29701224
518187,0.61227506
518188,0.41084218
518189,0.42560512
518190,0.23473802
518191,0.45983532
518192,0.614057
518193,0.36315295
518194,0.70858216
518195,0.38776937
518196,0.22427389
518197,0.18672453
518198,0.6339046
518199,0.65125436
518200,0.14632459
518201,0.3155953
518202,0.17468117
518203,0.65125763
518204,0.13966456
518205,0.19408518
518206,0.18751213
518207,0.49830648
518208,0.30822736
518209,0.34401703
518210,0.32979637
518211,0.32413188
518212,0.45497826
518213,0.4538559
518214,0.27741578
518215,0.37778533
518216,0.5775862
518217,0.089466855
518218,0.47725475
518219,0.17916977
518220,0.35740912
518221,0.17862396
518222,0.36632586
518223,0.13022918
518224,0.5485987
518225,0.58660924
518226,0.05122641
518227,0.2781283
518228,0.27543452
518229,0.20905761
518230,0.23391506
518231,0.10951337
518232,0.3860939
518233,0.3075303
518234,0.3377855
518235,0.38836682
518236,0.12833044
518237,0.29656452
518238,0.42139587
518239,0.2345094
518240,0.6638667
518241,0.55242425
518242,0.21847591
518243,0.27670246
518244,0.55313283
518245,0.47065082
518246,0.25389597
518247,0.22302392
518248,0.3086689
518249,0.27092695
518250,0.19555795
518251,0.3894483
518252,0.23714587
518253,0.15405482
518254,0.3642939
518255,0.2849086
518256,0.5472351
518257,0.21027426
518258,0.33440706
518259,0.16147079
518260,0.33435228
518261,0.41919646
518262,0.3094991
518263,0.31449407
518264,0.37635046
518265,0.39523578
518266,0.60904753
518267,0.32368112
518268,0.28982097
518269,0.363116
518270,0.2970236
518271,0.45411226
518272,0.4096291
518273,0.31257063
518274,0.36107805
518275,0.5188716
518276,0.27251032
518277,0.37038764
518278,0.22256185
518279,0.272405
518280,0.46774575
518281,0.33397514
518282,0.5535877
518283,0.26159826
518284,0.30357656
518285,0.2743629
518286,0.055391442
518287,0.32445374
518288,0.23669833
518289,0.4729557
518290,0.30623806
518291,0.12696153
518292,0.19094189
518293,0.1284456
518294,0.26608378
518295,0.35575393
518296,0.5609365
518297,0.30842036
518298,0.5064283
518299,0.23313205
518300,0.2535641
518301,0.20370524
518302,0.31898797
518303,0.42355916
518304,0.12809762
518305,0.4107415
518306,0.28868148
518307,0.5707561
518308,0.112985216
518309,0.38479683
518310,0.3172604
518311,0.30305314
518312,0.33278236
518313,0.18354031
518314,0.3291275
518315,0.22262713
518316,0.27298763
518317,0.37173733
518318,0.4950047
518319,0.48104832
518320,0.44552827
518321,0.3011637
518322,0.16148145
518323,0.35376024
518324,0.24188198
518325,0.5346157
518326,0.32850897
518327,0.52263206
518328,0.12863003
518329,0.59825855
518330,0.16440268
518331,0.34598503
518332,0.47896364
518333,0.24400496
518334,0.2121616
518335,0.35673207
518336,0.31676996
518337,0.16301256
518338,0.3395123
518339,0.22075059
518340,0.56448376
518341,0.49790525
518342,0.36429977
518343,0.41233826
518344,0.22057366
518345,0.34920803
518346,0.37053803
518347,0.2972157
518348,0.29265618
518349,0.30895385
518350,0.36704573
518351,0.43113616
518352,0.4702755
518353,0.44741422
518354,0.36379734
518355,0.59497976
518356,0.64582807
518357,0.29042482
518358,0.18152408
518359,0.27078828
518360,0.57272255
518361,0.39950305
518362,0.24188773
518363,0.3800935
518364,0.38888565
518365,0.32156372
518366,0.45117152
518367,0.4745909
518368,0.507985
518369,0.5013754
518370,0.28365514
518371,0.28719267
518372,0.6422667
518373,0.21123093
518374,0.38391462
518375,0.5581198
518376,0.24920002
518377,0.2951136
518378,0.22069554
518379,0.3823576
518380,0.4310984
518381,0.22094345
518382,0.5827432
518383,0.55524653
518384,0.20610017
518385,0.37958986
518386,0.27679625
518387,0.0928929
518388,0.34838113
518389,0.35230535
518390,0.4756546
518391,0.30573198
518392,0.36672735
518393,0.18828496
518394,0.07536166
518395,0.6341462
518396,0.5120786
518397,0.54846895
518398,0.16680561
518399,0.27766848
518400,0.2500449
518401,0.13365649
518402,0.37195984
518403,0.3711761
518404,0.30315062
518405,0.4957619
518406,0.3882442
518407,0.3137089
518408,0.15420093
518409,0.30417076
518410,0.34670383
518411,0.6746476
518412,0.3536238
518413,0.17321324
518414,0.46210927
518415,0.1694891
518416,0.1614018
518417,0.7367258
518418,0.3239404
518419,0.3267431
518420,0.3250012
518421,0.2391084
518422,0.31726173
518423,0.34826
518424,0.07111653
518425,0.2945021
518426,0.2958092
518427,0.4704079
518428,0.10371525
518429,0.22397557
518430,0.31181866
518431,0.29252705
518432,0.6394142
518433,0.2430954
518434,0.30599132
518435,0.3871609
518436,0.5601053
518437,0.34494722
518438,0.48127612
518439,0.16622946
518440,0.22473651
518441,0.3923089
518442,0.38280615
518443,0.317294
518444,0.73003393
518445,0.17196105
518446,0.31106392
518447,0.48199803
518448,0.2856377
518449,0.44247854
518450,0.189334
518451,0.43722367
518452,0.5996658
518453,0.5366939
518454,0.430558
518455,0.5712391
518456,0.2953318
518457,0.6488024
518458,0.5561669
518459,0.048060324
518460,0.6653842
518461,0.13154827
518462,0.18145582
518463,0.3878205
518464,0.5947848
518465,0.3141737
518466,0.3618715
518467,0.32680446
518468,0.7090851
518469,0.40383616
518470,0.23501274
518471,0.3038282
518472,0.29639056
518473,0.17079398
518474,0.32394356
518475,0.11276319
518476,0.2723529
518477,0.42745784
518478,0.39404958
518479,0.17560595
518480,0.4451897
518481,0.49682507
518482,0.33812052
518483,0.47785047
518484,0.31016883
518485,0.19420025
518486,0.4075143
518487,0.5352043
518488,0.14763956
518489,0.22345717
518490,0.22496502
518491,0.511909
518492,0.28818724
518493,0.23594962
518494,0.109140076
518495,0.2363948
518496,0.21634828
518497,0.41178876
518498,0.23652476
518499,0.11242254
518500,0.27906328
518501,0.54576635
518502,0.13414617
518503,0.43154094
518504,0.46726936
518505,0.1489003
518506,0.36425072
518507,0.52570444
518508,0.28175372
518509,0.26325163
518510,0.13201074
518511,0.5363228
518512,0.12766883
518513,0.32828453
518514,0.28750622
518515,0.21938996
518516,0.12876877
518517,0.3695587
518518,0.33798426
518519,0.15386152
518520,0.58551687
518521,0.20677045
518522,0.14828219
518523,0.56625134
518524,0.22008231
518525,0.2680327
518526,0.41709512
518527,0.34841368
518528,0.5284639
518529,0.24783422
518530,0.35956973
518531,0.19524209
518532,0.2777544
518533,0.1654216
518534,0.57236326
518535,0.29393524
518536,0.38379756
518537,0.3044945
518538,0.44241026
518539,0.59335333
518540,0.46777436
518541,0.4884954
518542,0.068772405
518543,0.25484586
518544,0.079675615
518545,0.322654
518546,0.34907258
518547,0.100437604
518548,0.36890015
518549,0.22305419
518550,0.093211666
518551,0.3174913
518552,0.52215725
518553,0.5012775
518554,0.45989895
518555,0.6393819
518556,0.35183805
518557,0.24205421
518558,0.40772042
518559,0.21416096
518560,0.27826115
518561,0.11817739
518562,0.24378149
518563,0.55012214
518564,0.29327562
518565,0.29481107
518566,0.44237852
518567,0.3036156
518568,0.23835082
518569,0.63168305
518570,0.38945866
518571,0.16819677
518572,0.37675816
518573,0.33882177
518574,0.6280317
518575,0.31561396
518576,0.41348618
518577,0.3441725
518578,0.3392486
518579,0.36813235
518580,0.41974798
518581,0.36611247
518582,0.12740736
518583,0.20581618
518584,0.24738516
518585,0.20983268
518586,0.66923136
518587,0.24245727
518588,0.62784094
518589,0.27376315
518590,0.7054438
518591,0.604042
518592,0.56542283
518593,0.4430023
518594,0.5005791
518595,0.3594083
518596,0.3779309
518597,0.21987684
518598,0.553569
518599,0.16754591
518600,0.5402939
518601,0.3430981
518602,0.36658904
518603,0.40397966
518604,0.12959372
518605,0.4189572
518606,0.2862276
518607,0.49313655
518608,0.2208791
518609,0.16785364
518610,0.2940003
518611,0.28456867
518612,0.5415471
518613,0.13810912
518614,0.20258993
518615,0.313877
518616,0.7026482
518617,0.29149067
518618,0.16084814
518619,0.3075387
518620,0.055931903
518621,0.48888862
518622,0.2526693
518623,0.30332193
518624,0.29828063
518625,0.18055753
518626,0.32351708
518627,0.12935609
518628,0.33119607
518629,0.36584795
518630,0.6746131
518631,0.10804883
518632,0.31411666
518633,0.13232227
518634,0.68424654
518635,0.09648029
518636,0.2636963
518637,0.31467524
518638,0.14126675
518639,0.50015014
518640,0.5584529
518641,0.11168467
518642,0.17239754
518643,0.34530157
518644,0.63807464
518645,0.25188097
518646,0.20139319
518647,0.08484183
518648,0.23443234
518649,0.43878445
518650,0.44925913
518651,0.31640518
518652,0.35112044
518653,0.18121609
518654,0.4187567
518655,0.36625776
518656,0.40406662
518657,0.12688674
518658,0.14762715
518659,0.7291701
518660,0.31811893
518661,0.2452042
518662,0.16963492
518663,0.3041395
518664,0.36608177
518665,0.36731577
518666,0.1410822
518667,0.6459879
518668,0.3866854
518669,0.3233744
518670,0.4443254
518671,0.4932691
518672,0.6044699
518673,0.36148813
518674,0.10588918
518675,0.33963183
518676,0.28064185
518677,0.13271324
518678,0.2240976
518679,0.30944446
518680,0.35861194
518681,0.47485092
518682,0.24044868
518683,0.36564094
518684,0.57497144
518685,0.32453966
518686,0.22220877
518687,0.45966345
518688,0.049602203
518689,0.2641875
518690,0.26692805
518691,0.41364625
518692,0.20178826
518693,0.47613624
518694,0.17891221
518695,0.17381844
518696,0.16432278
518697,0.28291005
518698,0.27635965
518699,0.5223671
518700,0.27717268
518701,0.4129988
518702,0.3633291
518703,0.18361631
518704,0.36424777
518705,0.54228646
518706,0.450781
518707,0.3448347
518708,0.22508478
518709,0.12466913
518710,0.4830101
518711,0.386984
518712,0.12869434
518713,0.18900363
518714,0.29392496
518715,0.60907036
518716,0.27662688
518717,0.055636466
518718,0.21826698
518719,0.33517686
518720,0.33438104
518721,0.6453686
518722,0.36542434
518723,0.24885836
518724,0.44157562
518725,0.12736288
518726,0.31824282
518727,0.20892718
518728,0.3546536
518729,0.3655091
518730,0.3444608
518731,0.5284942
518732,0.5336396
518733,0.05609221
518734,0.62355536
518735,0.49869877
518736,0.18541196
518737,0.5925033
518738,0.23907308
518739,0.3907947
518740,0.6503479
518741,0.64504784
518742,0.14574637
518743,0.3805421
518744,0.21678883
518745,0.5599257
518746,0.47061145
518747,0.24947663
518748,0.43550634
518749,0.33425382
518750,0.22475342
518751,0.24066305
518752,0.1270735
518753,0.47225407
518754,0.6492872
518755,0.12531385
518756,0.33461967
518757,0.1870267
518758,0.5006453
518759,0.3077366
518760,0.14562617
518761,0.30974415
518762,0.40148845
518763,0.047996525
518764,0.29842862
518765,0.30183953
518766,0.4511083
518767,0.33359864
518768,0.2586498
518769,0.30956882
518770,0.48724687
518771,0.18631679
518772,0.15469076
518773,0.29551908
518774,0.073001236
518775,0.37566596
518776,0.5212285
518777,0.5506727
518778,0.31327295
518779,0.28502384
518780,0.10969551
518781,0.49975914
518782,0.2657757
518783,0.2805168
518784,0.24899323
518785,0.5459407
518786,0.29394463
518787,0.20661819
518788,0.31178418
518789,0.84757364
518790,0.40911266
518791,0.17011799
518792,0.11280526
518793,0.52892333
518794,0.5096841
518795,0.37576708
518796,0.3677774
518797,0.28379467
518798,0.064894475
518799,0.1824646
518800,0.5601627
518801,0.3907931
518802,0.31050715
518803,0.73574513
518804,0.28518653
518805,0.32830006
518806,0.32082087
518807,0.26312485
518808,0.03410879
518809,0.6201833
518810,0.32861865
518811,0.3747633
518812,0.30359307
518813,0.38842356
518814,0.5673726
518815,0.2440945
518816,0.49025044
518817,0.55055475
518818,0.49737647
518819,0.19708255
518820,0.30178353
518821,0.30974427
518822,0.42110997
518823,0.32870266
518824,0.7773975
518825,0.40213537
518826,0.1823375
518827,0.30403638
518828,0.18710972
518829,0.26790318
518830,0.18364672
518831,0.26729268
518832,0.19439305
518833,0.72847843
518834,0.36990225
518835,0.6250926
518836,0.41065407
518837,0.44598383
518838,0.1263964
518839,0.46940982
518840,0.33192414
518841,0.46881342
518842,0.39923152
518843,0.81274307
518844,0.3080887
518845,0.2399727
518846,0.35469273
518847,0.28033522
518848,0.34293893
518849,0.18384184
518850,0.41808686
518851,0.51456773
518852,0.3461634
518853,0.36960185
518854,0.31027323
518855,0.47232872
518856,0.10882338
518857,0.62068164
518858,0.2820801
518859,0.30725837
518860,0.36890107
518861,0.419606
518862,0.36863667
518863,0.26620114
518864,0.35468736
518865,0.4607028
518866,0.17218454
518867,0.32522875
518868,0.48641726
518869,0.29227152
518870,0.40504774
518871,0.20282498
518872,0.56380683
518873,0.40984613
518874,0.45920533
518875,0.5539484
518876,0.73116386
518877,0.40961733
518878,0.50089836
518879,0.7262119
518880,0.505003
518881,0.33906472
518882,0.63939834
518883,0.41225016
518884,0.36061212
518885,0.22485062
518886,0.13042925
518887,0.3046529
518888,0.32980043
518889,0.4732767
518890,0.4067231
518891,0.39115962
518892,0.30877492
518893,0.16948168
518894,0.5817144
518895,0.48018792
518896,0.6570026
518897,0.24608345
518898,0.36357087
518899,0.52586097
518900,0.18758553
518901,0.5891429
518902,0.3562399
518903,0.5738656
518904,0.38790458
518905,0.27761918
518906,0.64799774
518907,0.2933729
518908,0.48691222
518909,0.29757804
518910,0.45237994
518911,0.4198244
518912,0.52429223
518913,0.46761638
518914,0.26717818
518915,0.37038288
518916,0.72463536
518917,0.37276366
518918,0.3220731
518919,0.08908447
518920,0.14051628
518921,0.21959321
518922,0.10799697
518923,0.50778896
518924,0.27292973
518925,0.13246758
518926,0.2505323
518927,0.2766793
518928,0.44535205
518929,0.18217097
518930,0.31573442
518931,0.582367
518932,0.47615674
518933,0.33333215
518934,0.3280977
518935,0.40927696
518936,0.5465021
518937,0.19416149
518938,0.25167745
518939,0.32125542
518940,0.4797234
518941,0.58059084
518942,0.50154924
518943,0.11076188
518944,0.19018175
518945,0.28708732
518946,0.19366278
518947,0.40760806
518948,0.29780817
518949,0.48238346
518950,0.2932229
518951,0.111559145
518952,0.08238937
518953,0.124342635
518954,0.2671853
518955,0.27477026
518956,0.067021675
518957,0.50397754
518958,0.44630998
518959,0.080698565
518960,0.24978834
518961,0.5458128
518962,0.22377658
518963,0.2355334
518964,0.28911453
518965,0.50578535
518966,0.30786428
518967,0.29420546
518968,0.24445535
518969,0.33771968
518970,0.22068726
518971,0.8244647
518972,0.34310684
518973,0.32804593
518974,0.41120315
518975,0.2471646
518976,0.41820604
518977,0.35197565
518978,0.20606521
518979,0.446821
518980,0.08908423
518981,0.31349155
518982,0.32622865
518983,0.44083893
518984,0.20433523
518985,0.3635801
518986,0.06436887
518987,0.27958453
518988,0.16176367
518989,0.16975266
518990,0.44941086
518991,0.34999073
518992,0.4773656
518993,0.3198265
518994,0.7344851
518995,0.50252503
518996,0.35947424
518997,0.29946885
518998,0.5071109
518999,0.4154241
519000,0.42387545
519001,0.36319542
519002,0.19154482
519003,0.45759
519004,0.14900507
519005,0.41271675
519006,0.3472781
519007,0.44199076
519008,0.2730365
519009,0.50407964
519010,0.47212517
519011,0.2741334
519012,0.49278283
519013,0.33559185
519014,0.48862296
519015,0.51909375
519016,0.528386
519017,0.69484335
519018,0.2854378
519019,0.3568273
519020,0.35121584
519021,0.39891523
519022,0.27360123
519023,0.211509
519024,0.5145996
519025,0.48287755
519026,0.22006884
519027,0.27863654
519028,0.62492794
519029,0.36447367
519030,0.22484425
519031,0.47318763
519032,0.23285346
519033,0.19584182
519034,0.19390489
519035,0.23210597
519036,0.1785485
519037,0.370732
519038,0.41849965
519039,0.25545323
519040,0.39106065
519041,0.39329806
519042,0.296318
519043,0.40980646
519044,0.3778438
519045,0.33013216
519046,0.49980825
519047,0.31219003
519048,0.29765618
519049,0.4329279
519050,0.18296254
519051,0.2591945
519052,0.23818754
519053,0.35689148
519054,0.40784383
519055,0.3770949
519056,0.39094117
519057,0.08185333
519058,0.28302756
519059,0.4219555
519060,0.32064202
519061,0.4627075
519062,0.30921954
519063,0.30766955
519064,0.35106826
519065,0.37048423
519066,0.30932415
519067,0.2663819
519068,0.43865848
519069,0.21930507
519070,0.3590004
519071,0.12292279
519072,0.27786264
519073,0.26595002
519074,0.4418709
519075,0.41686374
519076,0.46301633
519077,0.27505487
519078,0.39353356
519079,0.15748124
519080,0.2706881
519081,0.4068249
519082,0.37465158
519083,0.4069691
519084,0.30715463
519085,0.27377415
519086,0.4487559
519087,0.369532
519088,0.3047046
519089,0.4933179
519090,0.32922912
519091,0.3892902
519092,0.29357234
519093,0.30797532
519094,0.5178607
519095,0.13983966
519096,0.3134332
519097,0.27265134
519098,0.15871698
519099,0.42129362
519100,0.18408506
519101,0.27159423
519102,0.444773
519103,0.22469224
519104,0.5958137
519105,0.25217247
519106,0.08166614
519107,0.17852408
519108,0.3925039
519109,0.8081914
519110,0.37160963
519111,0.4689865
519112,0.40180534
519113,0.13452244
519114,0.3135761
519115,0.17929944
519116,0.14227076
519117,0.17434677
519118,0.21795873
519119,0.3794113
519120,0.58799964
519121,0.46852592
519122,0.36829603
519123,0.17093006
519124,0.52928156
519125,0.55529904
519126,0.31975603
519127,0.2757565
519128,0.110532574
519129,0.08997233
519130,0.55619353
519131,0.28760332
519132,0.13127427
519133,0.27580646
519134,0.10958277
519135,0.19917823
519136,0.358745
519137,0.29190767
519138,0.5908172
519139,0.330696
519140,0.35177252
519141,0.38024715
519142,0.20673464
519143,0.34529996
519144,0.34074804
519145,0.30993786
519146,0.12558441
519147,0.36751366
519148,0.28743997
519149,0.27913222
519150,0.2081389
519151,0.2423974
519152,0.7495655
519153,0.26142785
519154,0.09148093
519155,0.15592547
519156,0.11958431
519157,0.30577797
519158,0.22214994
519159,0.35294157
519160,0.37353376
519161,0.37710416
519162,0.4187567
519163,0.34742036
519164,0.24328046
519165,0.48323548
519166,0.45465255
519167,0.1556945
519168,0.17765416
519169,0.34845343
519170,0.2662477
519171,0.50057477
519172,0.28811082
519173,0.40744084
519174,0.45646095
519175,0.4992646
519176,0.6490721
519177,0.4919002
519178,0.10242932
519179,0.30921853
519180,0.63934857
519181,0.053485632
519182,0.48517442
519183,0.27645406
519184,0.28135493
519185,0.38626403
519186,0.11255064
519187,0.35268685
519188,0.29069826
519189,0.29280087
519190,0.4193237
519191,0.20372975
519192,0.40395164
519193,0.3565684
519194,0.25410196
519195,0.73153675
519196,0.24382953
519197,0.44576696
519198,0.30244422
519199,0.34819904
519200,0.24009961
519201,0.3788244
519202,0.5396419
519203,0.4575475
519204,0.0977768
519205,0.12901947
519206,0.30490497
519207,0.64300346
519208,0.21730374
519209,0.4101525
519210,0.2524657
519211,0.526823
519212,0.5680254
519213,0.3812453
519214,0.5700644
519215,0.44880316
519216,0.5919402
519217,0.3720631
519218,0.53933847
519219,0.1281266
519220,0.24753459
519221,0.2722051
519222,0.39144596
519223,0.47543254
519224,0.2979846
519225,0.42283505
519226,0.20020403
519227,0.42775616
519228,0.336805
519229,0.5532741
519230,0.3612464
519231,0.13399385
519232,0.4180521
519233,0.23145726
519234,0.04178634
519235,0.2858776
519236,0.40024233
519237,0.08783131
519238,0.22473866
519239,0.36825502
519240,0.26856118
519241,0.32371265
519242,0.29061517
519243,0.64722204
519244,0.18932204
519245,0.46476886
519246,0.17952722
519247,0.45374727
519248,0.15223332
519249,0.43232667
519250,0.2903803
519251,0.12119752
519252,0.22405083
519253,0.12808092
519254,0.3093977
519255,0.13847601
519256,0.43796742
519257,0.5195605
519258,0.2786808
519259,0.2514727
519260,0.31099716
519261,0.55889255
519262,0.22229399
519263,0.34225187
519264,0.1538983
519265,0.36723155
519266,0.44234946
519267,0.5605416
519268,0.2343135
519269,0.3606071
519270,0.22142927
519271,0.3686288
519272,0.14368626
519273,0.23000841
519274,0.20135371
519275,0.28307387
519276,0.21865547
519277,0.23766273
519278,0.24004723
519279,0.1884623
519280,0.45737758
519281,0.48292947
519282,0.33869433
519283,0.31281903
519284,0.3284843
519285,0.5967716
519286,0.2838729
519287,0.4193758
519288,0.28217524
519289,0.44553593
519290,0.092539795
519291,0.6047951
519292,0.29224885
519293,0.34588665
519294,0.24613234
519295,0.25559795
519296,0.24144232
519297,0.44577104
519298,0.45073438
519299,0.437174
519300,0.089450166
519301,0.40857437
519302,0.62693465
519303,0.35499513
519304,0.5284518
519305,0.5798285
519306,0.4720781
519307,0.04630091
519308,0.29216948
519309,0.3284564
519310,0.4412603
